ensembl	symbol	entrez
21046	ENSG00000130226	DPP6	1804
21047	ENSG00000278644	PCGF2	7703
21048	ENSG00000151093	OXSM	54995
21049	ENSG00000167740	CYB5D2	124936
21050	ENSG00000170421	KRT8	3856
21051	ENSG00000170647	TMEM133	83935
21067	ENSG00000010219	DYRK4	8798
21071	ENSG00000138443	ABI2	10152
21073	ENSG00000281691	RBM5-AS1	100775107
21078	ENSG00000230700	CSNK2B	1460
21080	ENSG00000140107	SLC25A47	283600
21082	ENSG00000230368	FAM41C	284593
21088	ENSG00000176476	SGF29	112869
21090	ENSG00000178038	ALS2CL	259173
21092	ENSG00000144848	ATG3	64422
21094	ENSG00000089091	DZANK1	55184
21097	ENSG00000094975	SUCO	51430
21099	ENSG00000137860	SLC28A2	9153
21101	ENSG00000073331	ALPK1	80216
21106	ENSG00000153551	CMTM7	112616
21108	ENSG00000179564	LSMEM2	132228
21110	ENSG00000255071	SAA2-SAA4	100528017
21113	ENSG00000181929	PRKAG1	5571
21116	ENSG00000278079	KIR3DL1	3811
21119	ENSG00000159527	PGLYRP3	114771
21124	ENSG00000277816	LILRB3	10288
21125	ENSG00000277816	LILRB3	11025
21126	ENSG00000277816	LILRB3	102725035
21130	ENSG00000140945	CDH13	1012
21134	ENSG00000175895	PLEKHF2	79666
21137	ENSG00000159147	DONSON	29980
21138	ENSG00000276429	PLCH2	9651
21140	ENSG00000184361	SPATA32	124783
21141	ENSG00000197919	IFNA1	3439
21142	ENSG00000135070	ISCA1	81689
21143	ENSG00000226225	RPS18	6222
21144	ENSG00000274221	CCL3	6348
21151	ENSG00000033327	GAB2	9846
21154	ENSG00000276191	CRHR1	1394
21155	ENSG00000136874	STX17	55014
21157	ENSG00000100599	RIN3	79890
21158	ENSG00000204965	PCDHA5	56143
21162	ENSG00000254402	LRRC24	441381
21171	ENSG00000144015	TRIM43	129868
21172	ENSG00000144015	TRIM43	653192
21176	ENSG00000143549	TPM3	7170
21177	ENSG00000101972	STAG2	10735
21179	ENSG00000181031	RPH3AL	9501
21181	ENSG00000187566	NHLRC1	378884
21182	ENSG00000131864	USP29	57663
21183	ENSG00000236834	LINC00421	100287114
21185	ENSG00000197826	C4orf22	255119
21186	ENSG00000204954	C12orf73	728568
21187	ENSG00000235162	C12orf75	387882
21188	ENSG00000072849	DERL2	51009
21189	ENSG00000100726	TELO2	9894
21190	ENSG00000149527	PLCH2	9651
21192	ENSG00000102452	NALCN	259232
21196	ENSG00000114391	RPL24	6152
21198	ENSG00000166825	ANPEP	290
21201	ENSG00000173093	CCDC63	160762
21203	ENSG00000150627	WDR17	116966
21204	ENSG00000170653	ATF7	11016
21207	ENSG00000159307	SCUBE1	80274
21212	ENSG00000196428	TSC22D2	9819
21213	ENSG00000269713	NBPF9	400818
21214	ENSG00000269713	NBPF9	728841
21215	ENSG00000197110	IFNL3	282617
21216	ENSG00000178921	PFAS	5198
21217	ENSG00000115464	USP34	9736
21218	ENSG00000183066	WBP2NL	164684
21219	ENSG00000116299	KIAA1324	57535
21220	ENSG00000230791	LST1	7940
21221	ENSG00000121390	PSPC1	55269
21222	ENSG00000205923	CEMP1	752014
21223	ENSG00000136100	VPS36	51028
21224	ENSG00000162300	ZFPL1	7542
21226	ENSG00000237928	NFIA-AS2	100996570
21227	ENSG00000113119	TMCO6	55374
21232	ENSG00000104907	TRMT1	55621
21235	ENSG00000084092	NOA1	84273
21236	ENSG00000219626	FAM228B	375190
21237	ENSG00000229061	ATAT1	79969
21238	ENSG00000204310	AGPAT1	10554
21241	ENSG00000163808	KIF15	56992
21243	ENSG00000130803	ZNF317	57693
21245	ENSG00000132819	RBM38	55544
21250	ENSG00000108474	PIGL	9487
21251	ENSG00000157450	RNF111	54778
21254	ENSG00000108861	DUSP3	1845
21256	ENSG00000278685	IQCA1L	392843
21258	ENSG00000146729	GBAS	2631
21259	ENSG00000173610	UGT2A1	10941
21260	ENSG00000139219	COL2A1	1280
21261	ENSG00000258643	BCL2L2-PABPN1	100529063
21262	ENSG00000221947	XKR9	389668
21263	ENSG00000125449	ARMC7	79637
21264	ENSG00000114021	NIT2	56954
21266	ENSG00000139725	RHOF	54509
21268	ENSG00000121964	GTDC1	79712
21272	ENSG00000148175	STOM	2040
21274	ENSG00000163235	TGFA	7039
21277	ENSG00000158769	F11R	50848
21280	ENSG00000187867	PALM3	342979
21281	ENSG00000143612	C1orf43	25912
21284	ENSG00000229381	TRIM10	10107
21287	ENSG00000140682	TGFB1I1	7041
21292	ENSG00000197535	MYO5A	4644
21293	ENSG00000111863	ADTRP	84830
21295	ENSG00000235397	EPN2-AS1	100874018
21300	ENSG00000272395	IFNL4	101180976
21301	ENSG00000056050	C4orf27	54969
21303	ENSG00000198393	ZNF26	7574
21304	ENSG00000172985	SH3RF3	344558
21305	ENSG00000178772	CPN2	1370
21306	ENSG00000115474	KCNJ13	3769
21307	ENSG00000243789	JMJD7	100137047
21308	ENSG00000172382	PRSS27	83886
21309	ENSG00000105963	ADAP1	11033
21310	ENSG00000109536	FRG1	2483
21311	ENSG00000125386	FAM193A	8603
21312	ENSG00000103257	SLC7A5	8140
21313	ENSG00000183726	TMEM50A	23585
21314	ENSG00000005302	MSL3	10943
21317	ENSG00000182938	OTOP3	347741
21318	ENSG00000162747	FCGR3B	2215
21320	ENSG00000070526	ST6GALNAC1	55808
21321	ENSG00000151418	ATP6V1G3	127124
21322	ENSG00000236666	POTEH-AS1	100508046
21323	ENSG00000014641	MDH1	4190
21324	ENSG00000169359	SLC33A1	9197
21331	ENSG00000271605	MILR1	284021
21334	ENSG00000147100	SLC16A2	6567
21336	ENSG00000102780	DGKH	160851
21339	ENSG00000168291	PDHB	5162
21342	ENSG00000161940	BCL6B	255877
21351	ENSG00000276882	KIR3DL2	3812
21352	ENSG00000122420	PTGFR	5737
21356	ENSG00000132563	REEP2	51308
21359	ENSG00000129473	BCL2L2	599
21360	ENSG00000189339	SLC35E2B	728661
21362	ENSG00000204673	AKT1S1	84335
21363	ENSG00000167889	MGAT5B	146664
21367	ENSG00000151465	CDC123	8872
21369	ENSG00000198062	POTEH	23784
21371	ENSG00000069764	PLA2G10	8399
21375	ENSG00000136111	TBC1D4	9882
21378	ENSG00000205496	OR51A2	401667
21380	ENSG00000113083	LOX	4015
21382	ENSG00000101222	SPEF1	25876
21384	ENSG00000182896	TMEM95	339168
21386	ENSG00000198768	APCDD1L	164284
21392	ENSG00000240602	AADACP1	201651
21395	ENSG00000243064	ABCC13	150000
21396	ENSG00000111046	MYF6	4618
21398	ENSG00000197753	LHFPL5	222662
21406	ENSG00000145416	MARCH1	55016
21409	ENSG00000121988	ZRANB3	84083
21411	ENSG00000113389	NPR3	4883
21413	ENSG00000253368	TRNP1	388610
21415	ENSG00000142871	CYR61	3491
21418	ENSG00000139637	C12orf10	60314
21421	ENSG00000156587	UBE2L6	9246
21423	ENSG00000278508	GOLGA8EP	100132979
21426	ENSG00000100307	CBX7	23492
21427	ENSG00000014216	CAPN1	823
21429	ENSG00000170775	GPR37	2861
21431	ENSG00000163453	IGFBP7	3490
21433	ENSG00000120160	EQTN	54586
21434	ENSG00000196993	NPIPB9	728734
21435	ENSG00000196993	NPIPB9	100507607
21439	ENSG00000186193	SAPCD2	89958
21442	ENSG00000125656	CLPP	8192
21445	ENSG00000159263	SIM2	6493
21447	ENSG00000143839	REN	5972
21449	ENSG00000122679	RAMP3	10268
21451	ENSG00000108479	GALK1	2584
21453	ENSG00000248483	POU5F2	134187
21455	ENSG00000169248	CXCL11	6373
21457	ENSG00000100890	KIAA0391	9692
21458	ENSG00000013306	SLC25A39	51629
21459	ENSG00000124391	IL17C	27189
21460	ENSG00000275349	SMN1	6606
21463	ENSG00000065970	FOXJ2	55810
21480	ENSG00000125351	UPF3B	65109
21484	ENSG00000147124	ZNF41	7592
21487	ENSG00000204869	IGFL4	444882
21488	ENSG00000013725	CD6	923
21492	ENSG00000105726	ATP13A1	57130
21497	ENSG00000164825	DEFB1	1672
21498	ENSG00000133275	CSNK1G2	1455
21499	ENSG00000092068	SLC7A8	23428
21500	ENSG00000154227	CERS3	204219
21502	ENSG00000281887	GIMAP1-GIMAP5	100527949
21507	ENSG00000019549	SNAI2	6591
21509	ENSG00000158828	PINK1	65018
21513	ENSG00000154124	OTULIN	90268
21517	ENSG00000159708	LRRC36	55282
21519	ENSG00000115539	PDCL3	79031
21522	ENSG00000128829	EIF2AK4	440275
21523	ENSG00000157483	MYO1E	4643
21524	ENSG00000148483	TMEM236	653567
21527	ENSG00000167346	MMP26	56547
21529	ENSG00000181786	ACTL9	284382
21535	ENSG00000198829	SUCNR1	56670
21536	ENSG00000165168	CYBB	1536
21538	ENSG00000276231	PIK3R6	146850
21539	ENSG00000162517	PEF1	553115
21540	ENSG00000089063	TMEM230	29058
21541	ENSG00000187123	LYPD6	130574
21542	ENSG00000134686	PHC2	1912
21548	ENSG00000164163	ABCE1	6059
21550	ENSG00000230900	ATP6V1G2	534
21551	ENSG00000138744	NAAA	27163
21553	ENSG00000163510	CWC22	57703
21556	ENSG00000007520	TSR3	115939
21557	ENSG00000102128	RAB40AL	282808
21562	ENSG00000019995	ZRANB1	54764
21564	ENSG00000120254	MTHFD1L	25902
21565	ENSG00000149256	TENM4	26011
21567	ENSG00000153879	CEBPG	1054
21570	ENSG00000172497	ACOT12	134526
21571	ENSG00000153317	ASAP1	50807
21572	ENSG00000123989	CHPF	79586
21578	ENSG00000268751	SCGB1B2P	643719
21580	ENSG00000214401	KANSL1-AS1	644246
21581	ENSG00000152192	POU4F1	5457
21583	ENSG00000115318	LOXL3	84695
21586	ENSG00000134020	PEBP4	157310
21588	ENSG00000135253	KCP	375616
21597	ENSG00000104147	OIP5	11339
21599	ENSG00000228605	GPANK1	7918
21600	ENSG00000136699	SMPD4	55627
21601	ENSG00000205208	C4orf46	201725
21606	ENSG00000114638	UPK1B	7348
21608	ENSG00000170549	IRX1	79192
21610	ENSG00000125823	CSTL1	128817
21611	ENSG00000155428	TRIM74	378108
21617	ENSG00000081087	OSTM1	28962
21620	ENSG00000198807	PAX9	5083
21621	ENSG00000142599	RERE	473
21622	ENSG00000272523	LINC01023	100652853
21623	ENSG00000121764	HCRTR1	3061
21624	ENSG00000154710	RABGEF1	27342
21627	ENSG00000169896	ITGAM	3684
21629	ENSG00000198176	TFDP1	7027
21631	ENSG00000168286	THAP11	57215
21632	ENSG00000165923	AGBL2	79841
21634	ENSG00000236902	LY6G6D	58530
21638	ENSG00000145860	RNF145	153830
21639	ENSG00000277361	OCA2	4948
21640	ENSG00000121068	TBX2	6909
21641	ENSG00000108298	RPL19	6143
21644	ENSG00000117407	ARTN	9048
21645	ENSG00000110619	CARS	833
21655	ENSG00000186448	ZNF197	10168
21657	ENSG00000160539	PLPP7	84814
21659	ENSG00000228794	LINC01128	643837
21660	ENSG00000103126	AXIN1	8312
21671	ENSG00000136878	USP20	10868
21674	ENSG00000163492	CCDC141	285025
21675	ENSG00000120457	KCNJ5	3762
21676	ENSG00000135245	HILPDA	29923
21677	ENSG00000116273	PHF13	148479
21678	ENSG00000108559	NUP88	4927
21680	ENSG00000075336	TIMM21	29090
21681	ENSG00000168811	IL12A	3592
21682	ENSG00000212719	C17orf51	339263
21691	ENSG00000115041	KCNIP3	30818
21696	ENSG00000280688	CEP72	55722
21699	ENSG00000162975	KCNF1	3754
21700	ENSG00000262795	IFNGR2	3460
21707	ENSG00000175779	C15orf53	400359
21708	ENSG00000089558	KCNH4	23415
21709	ENSG00000204688	OR2H1	26716
21712	ENSG00000125912	NCLN	56926
21713	ENSG00000197020	ZNF100	163227
21717	ENSG00000111049	MYF5	4617
21718	ENSG00000166435	XRRA1	143570
21720	ENSG00000204970	PCDHA1	56147
21723	ENSG00000186453	FAM228A	653140
21726	ENSG00000132855	ANGPTL3	27329
21730	ENSG00000275385	CCL18	6362
21731	ENSG00000185933	CALHM1	255022
21732	ENSG00000197079	KRT35	3886
21735	ENSG00000100253	MIOX	55586
21739	ENSG00000164258	NDUFS4	4724
21740	ENSG00000185894	BPY2C	442868
21744	ENSG00000235711	ANKRD34C	390616
21745	ENSG00000235529	AGAP1-IT1	100506749
21748	ENSG00000143452	HORMAD1	84072
21749	ENSG00000134115	CNTN6	27255
21752	ENSG00000178287	SPAG11A	653423
21753	ENSG00000157851	DPYSL5	56896
21756	ENSG00000118680	MYL12B	103910
21758	ENSG00000109471	IL2	3558
21759	ENSG00000156802	ATAD2	29028
21763	ENSG00000130347	RTN4IP1	84816
21765	ENSG00000242550	SERPINB10	5273
21770	ENSG00000148965	SAA4	6291
21772	ENSG00000178409	BEND3	57673
21775	ENSG00000137802	MAPKBP1	23005
21782	ENSG00000245534	RORA-AS1	101928784
21784	ENSG00000214706	IFRD2	7866
21785	ENSG00000278268	MOAP1	64112
21786	ENSG00000180287	PLD5	200150
21787	ENSG00000175073	VCPIP1	80124
21788	ENSG00000184661	CDCA2	157313
21789	ENSG00000132109	TRIM21	6737
21790	ENSG00000173660	UQCRH	7388
21792	ENSG00000233409	FANK1-AS1	101410540
21793	ENSG00000156150	ALX3	257
21795	ENSG00000139269	INHBE	83729
21797	ENSG00000113240	CLK4	57396
21798	ENSG00000230679	ENO1-AS1	100505975
21799	ENSG00000215475	SIAH3	283514
21800	ENSG00000134058	CDK7	1022
21802	ENSG00000177674	AGTRAP	57085
21806	ENSG00000156471	PTDSS1	9791
21807	ENSG00000242259	C22orf39	128977
21810	ENSG00000120705	ETF1	2107
21819	ENSG00000281358	RASSF1-AS1	102060282
21822	ENSG00000121570	DPPA4	55211
21825	ENSG00000132746	ALDH3B2	222
21826	ENSG00000149823	VPS51	738
21827	ENSG00000249267	LINC00939	400084
21828	ENSG00000020633	RUNX3	864
21829	ENSG00000078596	ITM2A	9452
21830	ENSG00000131061	ZNF341	84905
21832	ENSG00000113749	HRH2	3274
21837	ENSG00000046889	PREX2	80243
21839	ENSG00000221869	CEBPD	1052
21843	ENSG00000197629	MPEG1	219972
21846	ENSG00000235194	PPP1R3E	90673
21851	ENSG00000165782	TMEM55B	90809
21854	ENSG00000168404	MLKL	197259
21856	ENSG00000214021	TTLL3	26140
21861	ENSG00000120071	KANSL1	284058
21862	ENSG00000034713	GABARAPL2	11345
21863	ENSG00000127377	CRYGN	155051
21866	ENSG00000146360	GPR6	2830
21867	ENSG00000275356	C7orf77	154872
21873	ENSG00000229328	OR2W1	26692
21874	ENSG00000148700	ADD3	120
21876	ENSG00000235527	HIPK1-AS1	101928846
21880	ENSG00000050555	LAMC3	10319
21888	ENSG00000164024	METAP1	23173
21897	ENSG00000180881	CAPS2	84698
21902	ENSG00000196260	SFTA2	389376
21905	ENSG00000128159	TUBGCP6	85378
21906	ENSG00000176922	OR51S1	119692
21909	ENSG00000234343	NEU1	4758
21910	ENSG00000174788	PCP2	126006
21913	ENSG00000065328	MCM10	55388
21915	ENSG00000170049	KCNAB3	9196
21916	ENSG00000081913	PHLPP1	23239
21918	ENSG00000166922	SCG5	6447
21919	ENSG00000136327	NKX2-8	26257
21921	ENSG00000160050	CCDC28B	79140
21922	ENSG00000206338	CYP21A2	1589
21925	ENSG00000166900	STX3	6809
21926	ENSG00000105607	GCDH	2639
21927	ENSG00000118785	SPP1	6696
21933	ENSG00000188629	ZNF177	7730
21934	ENSG00000138759	FRAS1	80144
21936	ENSG00000176925	OR51F2	119694
21937	ENSG00000147509	RGS20	8601
21941	ENSG00000228977	OR2W1	26692
21945	ENSG00000175544	CABP4	57010
21946	ENSG00000267278	MAP3K14-AS1	100133991
21949	ENSG00000230448	LINC00276	100499171
21953	ENSG00000185198	PRSS57	400668
21955	ENSG00000228672	PROB1	389333
21956	ENSG00000279220	GPR1-AS	101669764
21961	ENSG00000186306	OR10T2	128360
21962	ENSG00000213599	SLX1A-SULT1A3	100526830
21963	ENSG00000213599	SLX1A-SULT1A3	100526831
21964	ENSG00000005961	ITGA2B	3674
21965	ENSG00000168795	ZBTB5	9925
21967	ENSG00000248405	PRR5-ARHGAP8	553158
21968	ENSG00000162413	KLHL21	9903
21969	ENSG00000188032	C19orf67	646457
21970	ENSG00000263160	TMEM50B	757
21971	ENSG00000149968	MMP3	4314
21973	ENSG00000001461	NIPAL3	57185
21976	ENSG00000123545	NDUFAF4	29078
21977	ENSG00000281829	FAM99B	100132464
21980	ENSG00000176900	OR51T1	401665
21982	ENSG00000184911	DMRTC1B	728656
21988	ENSG00000197818	SLC9A8	23315
21990	ENSG00000180708	OR10K2	391107
21993	ENSG00000175567	UCP2	7351
21995	ENSG00000164821	DEFA4	1669
21997	ENSG00000118596	SLC16A7	9194
21998	ENSG00000234435	LINC01432	100270679
22001	ENSG00000163251	FZD5	7855
22002	ENSG00000083457	ITGAE	3682
22003	ENSG00000100234	TIMP3	7078
22004	ENSG00000110675	ELMOD1	55531
22005	ENSG00000110675	ELMOD1	643923
22006	ENSG00000171759	PAH	5053
22007	ENSG00000188811	NHLRC3	387921
22008	ENSG00000118058	KMT2A	4297
22009	ENSG00000068796	KIF2A	3796
22011	ENSG00000274205	MAPK15	225689
22013	ENSG00000110042	DTX4	23220
22015	ENSG00000100239	PPP6R2	9701
22018	ENSG00000196843	ARID5A	10865
22019	ENSG00000056678	KIFC1	3833
22020	ENSG00000022267	FHL1	2273
22023	ENSG00000171855	IFNB1	3456
22024	ENSG00000087338	GMCL1	64395
22025	ENSG00000125533	BHLHE23	128408
22027	ENSG00000163814	CDCP1	64866
22032	ENSG00000147050	KDM6A	7403
22034	ENSG00000187616	TMEM8C	389827
22035	ENSG00000123977	DAW1	164781
22040	ENSG00000171877	FRMD5	84978
22044	ENSG00000227246	PSORS1C2	170680
22048	ENSG00000103415	HMOX2	3163
22049	ENSG00000262860	LSM14A	26065
22050	ENSG00000231131	LINC01468	101928687
22054	ENSG00000183671	GPR1	2825
22057	ENSG00000142273	CBLC	23624
22058	ENSG00000175336	APOF	319
22062	ENSG00000280663	PCMTD2	55251
22067	ENSG00000143797	MBOAT2	129642
22068	ENSG00000185274	WBSCR17	64409
22070	ENSG00000135333	EPHA7	2045
22072	ENSG00000226589	VARS	7407
22079	ENSG00000170498	KISS1	3814
22081	ENSG00000206562	METTL6	131965
22083	ENSG00000198488	B3GNT6	192134
22084	ENSG00000223606	HLA-V	554223
22087	ENSG00000206285	B3GALT4	8705
22089	ENSG00000282110	MAPK4	5596
22091	ENSG00000168653	NDUFS5	4725
22092	ENSG00000204510	PRAMEF7	441871
22093	ENSG00000122970	IFT81	28981
22094	ENSG00000244926	ALKBH3-AS1	100507300
22097	ENSG00000281935	DNAH10	196385
22100	ENSG00000242153	OFD1P6Y	83864
22101	ENSG00000242153	OFD1P6Y	425057
22103	ENSG00000168137	SETD5	55209
22104	ENSG00000198130	HIBCH	26275
22105	ENSG00000237693	IRGM	345611
22111	ENSG00000138646	HERC5	51191
22112	ENSG00000172410	INSL5	10022
22116	ENSG00000105819	PMPCB	9512
22117	ENSG00000113407	TARS	6897
22118	ENSG00000232838	PET117	100303755
22121	ENSG00000197471	SPN	6693
22122	ENSG00000197471	SPN	105369261
22124	ENSG00000241863	RPP21	79897
22128	ENSG00000273603	KIR2DS1	3806
22130	ENSG00000175691	ZNF77	58492
22151	ENSG00000101109	STK4	6789
22152	ENSG00000177462	OR2T8	343172
22158	ENSG00000157978	LDLRAP1	26119
22163	ENSG00000116922	C1orf109	54955
22164	ENSG00000251398	LINC01256	104355285
22165	ENSG00000132541	HRSP12	10247
22166	ENSG00000170396	ZNF804A	91752
22172	ENSG00000183734	ASCL2	430
22174	ENSG00000122548	KIAA0087	9808
22175	ENSG00000058085	LAMC2	3918
22176	ENSG00000109576	AADAT	51166
22177	ENSG00000237517	DGCR5	26220
22181	ENSG00000173653	RCE1	9986
22182	ENSG00000128039	SRD5A3	79644
22184	ENSG00000107821	KAZALD1	81621
22187	ENSG00000115365	LANCL1	10314
22188	ENSG00000214652	ZNF727	442319
22190	ENSG00000166762	CATSPER2	117155
22195	ENSG00000117245	KIF17	57576
22196	ENSG00000162687	KCNT2	343450
22200	ENSG00000188215	DCUN1D3	123879
22201	ENSG00000100207	TCF20	6942
22202	ENSG00000272835	SMDT1	91689
22205	ENSG00000176903	PNMA1	9240
22209	ENSG00000130589	HELZ2	85441
22211	ENSG00000178105	DDX10	1662
22212	ENSG00000198445	CCT8L2	150160
22213	ENSG00000184465	WDR27	253769
22214	ENSG00000135414	GDF11	10220
22216	ENSG00000163947	ARHGEF3	50650
22219	ENSG00000135048	TMEM2	23670
22222	ENSG00000204311	DFNB59	494513
22223	ENSG00000183423	LRIT3	345193
22225	ENSG00000178184	PARD6G	84552
22226	ENSG00000117215	PLA2G2D	26279
22227	ENSG00000171988	JMJD1C	221037
22228	ENSG00000274997	HIST1H2AH	85235
22230	ENSG00000215386	MIR99AHG	388815
22233	ENSG00000131979	GCH1	2643
22235	ENSG00000168631	DPCR1	135656
22237	ENSG00000072609	CHFR	55743
22238	ENSG00000051523	CYBA	1535
22239	ENSG00000106483	SFRP4	6424
22240	ENSG00000164989	CCDC171	203238
22245	ENSG00000227044	OR2H2	7932
22246	ENSG00000151176	PLBD2	196463
22247	ENSG00000228896	SKIV2L	6499
22248	ENSG00000108187	PBLD	64081
22249	ENSG00000253898	LINC01419	103352670
22256	ENSG00000282152	DLGAP2	9228
22261	ENSG00000156873	PHKG2	5261
22262	ENSG00000128284	APOL3	80833
22266	ENSG00000273494	PANK4	55229
22267	ENSG00000116183	PAPPA2	60676
22271	ENSG00000275047	KIR2DS5	3810
22274	ENSG00000167601	AXL	558
22276	ENSG00000132692	BCAN	63827
22277	ENSG00000197790	OR52M1	119772
22279	ENSG00000136697	IL1F10	84639
22281	ENSG00000240130	OR5V1	81696
22284	ENSG00000231636	AGBL5-AS1	100874031
22285	ENSG00000128040	SPINK2	6691
22288	ENSG00000110446	SLC15A3	51296
22289	ENSG00000101197	BIRC7	79444
22292	ENSG00000282001	DLGAP2-AS1	100507435
22294	ENSG00000004948	CALCR	799
22295	ENSG00000102531	FNDC3A	22862
22297	ENSG00000185721	DRG1	4733
22298	ENSG00000220550	OR10C1	442194
22299	ENSG00000111412	C12orf49	79794
22301	ENSG00000185053	SGCZ	137868
22305	ENSG00000158985	CDC42SE2	56990
22306	ENSG00000107929	LARP4B	23185
22307	ENSG00000177731	FLII	2314
22308	ENSG00000196109	ZNF676	163223
22309	ENSG00000206517	OR11A1	26531
22310	ENSG00000137161	CNPY3	10695
22312	ENSG00000167657	DAPK3	1613
22317	ENSG00000075407	ZNF37A	7587
22319	ENSG00000183474	GTF2H2C	728340
22320	ENSG00000104936	DMPK	1760
22324	ENSG00000237165	CDSN	1041
22325	ENSG00000180938	ZNF572	137209
22327	ENSG00000118997	DNAH7	56171
22328	ENSG00000258725	PRC1-AS1	100507118
22329	ENSG00000130312	MRPL34	64981
22332	ENSG00000033050	ABCF2	10061
22333	ENSG00000129595	EPB41L4A	64097
22334	ENSG00000134339	SAA2	6289
22335	ENSG00000177675	CD163L1	283316
22338	ENSG00000159200	RCAN1	1827
22341	ENSG00000239605	C2orf61	285051
22343	ENSG00000154370	TRIM11	81559
22344	ENSG00000165512	ZNF22	7570
22345	ENSG00000239282	GATSL3	652968
22353	ENSG00000180011	ZADH2	284273
22355	ENSG00000115419	GLS	2744
22358	ENSG00000260339	HEXA-AS1	80072
22363	ENSG00000163521	GLB1L	79411
22365	ENSG00000083817	ZNF416	55659
22367	ENSG00000163633	C4orf36	132989
22368	ENSG00000163633	C4orf36	100506746
22373	ENSG00000081138	CDH7	1005
22376	ENSG00000223496	EXOSC6	118460
22378	ENSG00000086589	RBM22	55696
22380	ENSG00000182158	CREB3L2	64764
22383	ENSG00000173692	PSMD1	5707
22385	ENSG00000243897	EGFL8	80864
22386	ENSG00000243897	EGFL8	80864
22388	ENSG00000152193	RNF219	79596
22389	ENSG00000169093	ASMTL	8623
22390	ENSG00000163626	COX18	285521
22392	ENSG00000185737	NRG3	10718
22395	ENSG00000127526	SLC35E1	79939
22397	ENSG00000221946	FXYD7	53822
22399	ENSG00000244502	HDAC11-AS1	100874101
22401	ENSG00000166743	ACSM1	116285
22405	ENSG00000157429	ZNF19	7567
22409	ENSG00000147761	TTTY7B	100101120
22412	ENSG00000115129	TP53I3	9540
22418	ENSG00000189180	ZNF33A	7581
22427	ENSG00000048544	MRPS10	55173
22430	ENSG00000275051	PIWIL1	9271
22432	ENSG00000204197	KIFC1	3833
22435	ENSG00000091622	PITPNM3	83394
22436	ENSG00000172005	MAL	4118
22437	ENSG00000186847	KRT14	3861
22440	ENSG00000182057	OGFRP1	388906
22441	ENSG00000155760	FZD7	8324
22450	ENSG00000197157	SND1	27044
22452	ENSG00000270011	ZNF559-ZNF177	100529215
22453	ENSG00000176798	OR51L1	119682
22454	ENSG00000172425	TTC36	143941
22456	ENSG00000170748	RBMXL2	27288
22457	ENSG00000179476	C14orf28	122525
22459	ENSG00000139675	HNRNPA1L2	144983
22460	ENSG00000280870	MIR325HG	101928469
22466	ENSG00000215845	TSTD1	100131187
22467	ENSG00000144306	SCRN3	79634
22470	ENSG00000008277	ADAM22	53616
22472	ENSG00000167941	SOST	50964
22474	ENSG00000087191	PSMC5	5705
22477	ENSG00000140323	DISP2	85455
22479	ENSG00000242485	MRPL20	55052
22480	ENSG00000116039	ATP6V1B1	525
22481	ENSG00000275395	FCGBP	8857
22482	ENSG00000137210	TMEM14B	81853
22488	ENSG00000125831	CST11	140880
22491	ENSG00000149948	HMGA2	8091
22497	ENSG00000120094	HOXB1	3211
22500	ENSG00000103485	QPRT	23475
22504	ENSG00000228001	TRIM40	135644
22506	ENSG00000099284	H2AFY2	55506
22511	ENSG00000077420	APBB1IP	54518
22516	ENSG00000282049	PRSS2	5645
22519	ENSG00000173898	SPTBN2	6712
22522	ENSG00000165424	ZCCHC24	219654
22525	ENSG00000114812	VIPR1	7433
22527	ENSG00000076067	RBMS2	5939
22531	ENSG00000188763	FZD9	8326
22532	ENSG00000233151	CYP21A2	1589
22535	ENSG00000170807	LMOD2	442721
22536	ENSG00000230279	LTA	4049
22539	ENSG00000214215	C12orf74	338809
22543	ENSG00000107175	CREB3	10488
22554	ENSG00000150768	DLAT	1737
22556	ENSG00000163171	CDC42EP3	10602
22560	ENSG00000177354	C10orf71	118461
22562	ENSG00000137760	ALKBH8	91801
22563	ENSG00000186827	TNFRSF4	7293
22564	ENSG00000237900	ZBTB12	221527
22566	ENSG00000281591	DBET	100419743
22567	ENSG00000205755	CRLF2	64109
22570	ENSG00000167984	NLRC3	197358
