Source	Target	Type
ENSG00000176371	ZSCAN2_06	protein
PIT1_Q6	ENSG00000186814	regulate
IRF1_05	ENSG00000175322	regulate
EGR1_16	ENSG00000176165	regulate
FOXO1_02	ENSG00000140262	regulate
BCL6_01	ENSG00000143437	regulate
LMX1B_01	ENSG00000197020	regulate
UNCX41_01	ENSG00000145734	regulate
HMGIY_Q3	ENSG00000109906	regulate
ENSG00000102870	ZNF629_02	protein
FREAC7_01	ENSG00000131848	regulate
ENSG00000163884	KLF15_Q2	protein
LHX3_01	ENSG00000143373	regulate
RXRG_02	ENSG00000163795	regulate
ENSG00000143190	POU2F1SOX2_01	protein
ARX_01	ENSG00000117036	regulate
ALX4_05	ENSG00000140262	regulate
IRF1_05	ENSG00000140044	regulate
HDAC2_06	ENSG00000139687	regulate
BCL6_01	ENSG00000197483	regulate
IRF1_05	ENSG00000166823	regulate
FOXR1_01	ENSG00000139613	regulate
MEF2C_02	ENSG00000189298	regulate
BCL6_01	ENSG00000186777	regulate
ZNF791_02	ENSG00000213999	regulate
LEF1_Q4	ENSG00000197647	regulate
LIM1_01	ENSG00000118156	regulate
EGR1_16	ENSG00000198464	regulate
PIT1_01	ENSG00000160352	regulate
IRXB3_01	ENSG00000158711	regulate
OCTAMER_02	ENSG00000162676	regulate
BARX2_01	ENSG00000173039	regulate
YY1_02	ENSG00000131115	regulate
MEF2A_05	ENSG00000182759	regulate
ENSG00000136931	SF1_Q5	protein
GSH2_01	ENSG00000168036	regulate
AIRE_01	ENSG00000196591	regulate
ENSG00000138378	STAT4_Q4	protein
HDAC2_06	ENSG00000131196	regulate
LXRBRXRA_Q5_01	ENSG00000160336	regulate
STAT1_05	ENSG00000089335	regulate
ENSG00000069011	PITX1EOMES_01	protein
ENSG00000180035	ZNF553_02	protein
HOXA11_01	ENSG00000118513	regulate
ENSG00000167074	TEF_03	protein
STAT5B_01	ENSG00000162599	regulate
BCL6_01	ENSG00000066422	regulate
ZNF263_02	ENSG00000172845	regulate
HOXB2NHLH1_03	ENSG00000197566	regulate
FOXP1_01	ENSG00000184517	regulate
DBP_02	ENSG00000109705	regulate
HDAC2_06	ENSG00000147133	regulate
OCT1_08	ENSG00000160094	regulate
CEBPA_Q6	ENSG00000196418	regulate
JUNBFOS_02	ENSG00000173404	regulate
IRF3_Q3	ENSG00000197123	regulate
PITX1_Q4	ENSG00000166261	regulate
RPC155_01	ENSG00000159556	regulate
FOXP1_01	ENSG00000157613	regulate
RPC155_01	ENSG00000124459	regulate
MSX2_01	ENSG00000010539	regulate
ENSG00000275410	HNF1B_06	protein
SHOX2_01	ENSG00000173039	regulate
BCL6_01	ENSG00000006704	regulate
IRF1_05	ENSG00000214029	regulate
LXRBRXRA_Q5_01	ENSG00000175691	regulate
JUNFRA1_01	ENSG00000197647	regulate
NANOG_02	ENSG00000100644	regulate
NFAT5_Q5_03	ENSG00000106031	regulate
SF1_Q5	ENSG00000188033	regulate
EN1_02	ENSG00000118156	regulate
PAX4_04	ENSG00000197213	regulate
ETV2HES7_03	ENSG00000165417	regulate
IRF1_03	ENSG00000178403	regulate
IRF1_05	ENSG00000131061	regulate
ENSG00000143995	MEIS1SOX2_01	protein
ENSG00000162599	NFIA_03	protein
RPC155_01	ENSG00000177311	regulate
STAT3_03	ENSG00000164778	regulate
HNF3ALPHA_Q6	ENSG00000165244	regulate
DMRT3_01	ENSG00000118620	regulate
ENSG00000103495	MAZ_Q6_01	protein
LMX1B_01	ENSG00000117036	regulate
HNF1_02	ENSG00000116017	regulate
OCTAMER_01	ENSG00000124782	regulate
RPC155_01	ENSG00000196456	regulate
RPC155_01	ENSG00000141956	regulate
PDX1_05	ENSG00000144355	regulate
FOXJ2_01	ENSG00000167034	regulate
HFH3_01	ENSG00000101076	regulate
HNF3_Q6_01	ENSG00000182944	regulate
ZNF611_04	ENSG00000120149	regulate
DMRT4_01	ENSG00000180257	regulate
RPC155_01	ENSG00000178338	regulate
ENSG00000069011	ARNTLPITX1_01	protein
RPC155_01	ENSG00000125850	regulate
ETS_B	ENSG00000164256	regulate
CLOCKFIGLA_01	ENSG00000197162	regulate
MECP2_01	ENSG00000185129	regulate
NKX63_01	ENSG00000160094	regulate
ENSG00000005102	MOX1_01	protein
ZNF263_02	ENSG00000134138	regulate
FOXJ2_02	ENSG00000082175	regulate
BCL6_01	ENSG00000250571	regulate
HDAC2_06	ENSG00000185697	regulate
ENSG00000171786	HOXB2NHLH1_03	protein
MYF5_Q6	ENSG00000126351	regulate
SETDB1_01	ENSG00000125952	regulate
FREAC7_01	ENSG00000165462	regulate
ENSG00000143171	NR1B1RXRG_01	protein
HDAC2_06	ENSG00000126746	regulate
ENSG00000171540	OTP_01	protein
HDAC2_06	ENSG00000006704	regulate
ZNF594_03	ENSG00000235109	regulate
HDAC2_06	ENSG00000083812	regulate
HDAC2_06	ENSG00000213799	regulate
FOXP1_01	ENSG00000171827	regulate
BCL6_01	ENSG00000118260	regulate
HOXB4_01	ENSG00000113430	regulate
HNF6_Q6_01	ENSG00000142409	regulate
HDAC2_06	ENSG00000138738	regulate
HMGIY_Q3	ENSG00000123576	regulate
NKX63_01	ENSG00000221818	regulate
ARX_01	ENSG00000145734	regulate
HNF3_Q6_01	ENSG00000172262	regulate
ZFP206_05	ENSG00000125816	regulate
SETDB1_01	ENSG00000170608	regulate
ELK1PAX5_01	ENSG00000112658	regulate
PIT1_Q6	ENSG00000196482	regulate
ENSG00000177125	ZBTB34_01	protein
POU6F1_03	ENSG00000184517	regulate
ZNF695_02	ENSG00000196466	regulate
ENSG00000106038	ELK1EVX1_01	protein
FOX_Q2	ENSG00000198169	regulate
ENSG00000171223	JUNBFOS_02	protein
SOX15_07	ENSG00000101665	regulate
ENSG00000181449	SOX2_05	protein
ENSG00000143190	OCT_C	protein
NR2F1_03	ENSG00000115297	regulate
HOX13_02	ENSG00000198440	regulate
ENSG00000007866	TEF5_Q6_01	protein
ENSG00000143995	MEIS1AHOXA9_01	protein
BCL6_01	ENSG00000179456	regulate
RFX3_06	ENSG00000177374	regulate
PPARG_06	ENSG00000186020	regulate
HDAC2_06	ENSG00000188629	regulate
ENSG00000125398	SOX_Q4	protein
ENSG00000073861	PITX1TBX21_01	protein
YY1_01	ENSG00000066422	regulate
FOXJ2_01	ENSG00000180053	regulate
RUNX2_04	ENSG00000273046	regulate
HOXC4_01	ENSG00000081386	regulate
ALX4_05	ENSG00000164853	regulate
ZNF426_05	ENSG00000125533	regulate
HOXC8_01	ENSG00000160352	regulate
SP5_Q2	ENSG00000105866	regulate
BCL6B_06	ENSG00000181472	regulate
ALX4_02	ENSG00000113430	regulate
HNF3_Q6_01	ENSG00000174586	regulate
ENSG00000213928	IRF_Q4	protein
BCL6_01	ENSG00000139651	regulate
MEOX2_03	ENSG00000103449	regulate
ENSG00000184481	FOXO4_01	protein
EGR1_16	ENSG00000087510	regulate
ENSG00000196092	ETV2PAX5_01	protein
ENSG00000164330	EBF1_03	protein
SETDB1_01	ENSG00000197951	regulate
CART1_01	ENSG00000138083	regulate
TCF17_04	ENSG00000165588	regulate
EN2_01	ENSG00000173039	regulate
HDAC2_06	ENSG00000167562	regulate
ENSG00000066136	NFY_Q6	protein
ENSG00000065970	FOXJ2_02	protein
IRF1_05	ENSG00000112837	regulate
FOX_Q2	ENSG00000197162	regulate
ENSG00000087510	TFAP2C_02	protein
CP2_02	ENSG00000075426	regulate
IRF1_05	ENSG00000197779	regulate
ENSG00000159184	POU2F1HOXB13_01	protein
HOXB2HOXB13_01	ENSG00000178860	regulate
HB9_01	ENSG00000205922	regulate
SETDB1_01	ENSG00000175787	regulate
POU2F2_08	ENSG00000275410	regulate
IRF1_05	ENSG00000006468	regulate
FOXP1_01	ENSG00000100219	regulate
ENSG00000118689	FOXO3_05	protein
AML1_Q4_02	ENSG00000214513	regulate
HDAC2_06	ENSG00000198807	regulate
HDAC2_06	ENSG00000111704	regulate
PU1_Q4	ENSG00000250312	regulate
BCL6_01	ENSG00000165821	regulate
NANOG_02	ENSG00000129194	regulate
POU2F1_03	ENSG00000063587	regulate
FOXC1_02	ENSG00000171469	regulate
FOXJ2_01	ENSG00000153560	regulate
GSH2_01	ENSG00000159915	regulate
HDAC2_06	ENSG00000189164	regulate
ENSG00000106006	HOXA6_01	protein
BCL6_01	ENSG00000137203	regulate
P63_01	ENSG00000227124	regulate
ENSG00000143190	OCT1_01	protein
STAT_Q6	ENSG00000198795	regulate
BCL6_01	ENSG00000081386	regulate
HDAC2_06	ENSG00000111046	regulate
POU3F2_04	ENSG00000164683	regulate
ENSG00000110693	SOX6TBX21_01	protein
DUXA_01	ENSG00000198633	regulate
ENSG00000173917	HOXB2TCF3_01	protein
POU1F1_03	ENSG00000167074	regulate
ENSG00000129194	TEAD4SOX15_01	protein
ENSG00000105672	ETV2TCF3_01	protein
ZNF230_01	ENSG00000105880	regulate
FOXJ2_01	ENSG00000180535	regulate
ERFFOXO1_01	ENSG00000134107	regulate
NFYA_03	ENSG00000196628	regulate
BCL6_01	ENSG00000152284	regulate
HDAC2_06	ENSG00000172273	regulate
ENSG00000165556	CDX2_Q5	protein
ALX3_01	ENSG00000152977	regulate
FOXD2_01	ENSG00000106261	regulate
ENSG00000052850	ALX4_05	protein
CDX_Q5	ENSG00000184828	regulate
ENSG00000177606	FOSJUN_03	protein
HDAC2_06	ENSG00000110851	regulate
LXRBRXRA_Q5_01	ENSG00000100625	regulate
HFH3_01	ENSG00000245848	regulate
ENSG00000148516	DELTAEF1_01	protein
FOXD4L5_01	ENSG00000213799	regulate
HNF3_Q6_01	ENSG00000186017	regulate
CART1_01	ENSG00000164532	regulate
BCL6_01	ENSG00000063438	regulate
HDAC2_06	ENSG00000196092	regulate
ENSG00000126767	HOXB2ELK1_02	protein
NMYC_01	ENSG00000116604	regulate
ENSG00000131408	PXR_Q2	protein
BCL6_01	ENSG00000110693	regulate
BCL6_01	ENSG00000130684	regulate
SETDB1_01	ENSG00000131115	regulate
REX1_04	ENSG00000187079	regulate
HNF3_Q6_01	ENSG00000198169	regulate
EN2_01	ENSG00000084093	regulate
ISX_03	ENSG00000164853	regulate
NFAT2_Q5_01	ENSG00000186230	regulate
ENSG00000137203	TFAP2A_10	protein
PLZFB_Q3	ENSG00000166337	regulate
LXRBRXRA_Q5_01	ENSG00000230797	regulate
EGR1_12	ENSG00000172530	regulate
HOXA4_01	ENSG00000169375	regulate
FOXO3A_Q3	ENSG00000142065	regulate
RPC155_01	ENSG00000152454	regulate
LXRBRXRA_Q5_01	ENSG00000116560	regulate
EGR1_12	ENSG00000138380	regulate
EWSR1FLI1_01	ENSG00000179059	regulate
NRF1_03	ENSG00000196110	regulate
SATB1_Q3	ENSG00000198046	regulate
BCL6_01	ENSG00000123405	regulate
HNF3_Q6_01	ENSG00000145734	regulate
ENSG00000171786	HEN1_01	protein
IRF1_05	ENSG00000172819	regulate
YY2_01	ENSG00000227124	regulate
FOXJ2_01	ENSG00000115966	regulate
FOXJ2_01	ENSG00000130182	regulate
RPC155_01	ENSG00000186496	regulate
LHX5_01	ENSG00000073282	regulate
SMAD7_01	ENSG00000166823	regulate
HDAC2_06	ENSG00000116017	regulate
FOXC1_02	ENSG00000167074	regulate
RPC155_01	ENSG00000067955	regulate
ENSG00000125347	IRF_Q6	protein
ENSG00000197044	ZNF441_02	protein
FOXP1_01	ENSG00000188227	regulate
ENSG00000186446	ZNF501_01	protein
RPC155_01	ENSG00000131845	regulate
ENSG00000107187	LHX3_01	protein
PBX1_02	ENSG00000180855	regulate
NFE2L1_Q5	ENSG00000214717	regulate
IRXB3_01	ENSG00000100968	regulate
MIXL1_02	ENSG00000273046	regulate
ENSG00000087510	TFAP2C_04	protein
FOXJ2_01	ENSG00000100625	regulate
ENSG00000129654	FOX_Q2	protein
ENSG00000148826	NKX62_Q2	protein
IRF1_05	ENSG00000170260	regulate
ENSG00000112592	TATA_01	protein
ZNF524_01	ENSG00000119919	regulate
FOXJ2_01	ENSG00000128645	regulate
HNF3_Q6_01	ENSG00000181896	regulate
DBX2_01	ENSG00000145734	regulate
ENSG00000160113	EAR2_Q2	protein
TFAP2CE2F8_01	ENSG00000125878	regulate
RPC155_01	ENSG00000214189	regulate
FOXL2_Q2	ENSG00000167377	regulate
ZNF605_02	ENSG00000166823	regulate
POU2F1TBX21_01	ENSG00000147421	regulate
ENSG00000119919	NKX23_04	protein
DBX2_01	ENSG00000183647	regulate
BCL6_01	ENSG00000174652	regulate
RPC155_01	ENSG00000068305	regulate
BCL6B_06	ENSG00000105967	regulate
MIXL1_02	ENSG00000165606	regulate
ZNF816A_02	ENSG00000143365	regulate
SATB1_Q3	ENSG00000072736	regulate
ZNF497_03	ENSG00000260027	regulate
HNF3_Q6_01	ENSG00000063438	regulate
HDAC2_06	ENSG00000198315	regulate
LXRDR4_Q3	ENSG00000129351	regulate
TAL1_01	ENSG00000283620	regulate
SETDB1_01	ENSG00000177932	regulate
GCM2SOX15_01	ENSG00000039600	regulate
STAT_Q6	ENSG00000258289	regulate
ETV2SOX15_04	ENSG00000204595	regulate
CUX1HOXA13_01	ENSG00000188816	regulate
HOXD10_Q2	ENSG00000151615	regulate
HNF3B_01	ENSG00000197128	regulate
ENSG00000139352	MASH1_Q6_01	protein
LUN1_01	ENSG00000171448	regulate
NFKB_C	ENSG00000165606	regulate
ENSG00000065970	FOXJ2_01	protein
FOXP1_01	ENSG00000070476	regulate
ENSG00000197935	ZNF311_02	protein
BCL6_01	ENSG00000160961	regulate
RPC155_01	ENSG00000178913	regulate
ALX4_05	ENSG00000130182	regulate
BRN4_01	ENSG00000070444	regulate
FOXO4_03	ENSG00000148516	regulate
MNX1_02	ENSG00000163497	regulate
HDAC2_06	ENSG00000168214	regulate
ENSG00000197905	TEAD4HOXA2_01	protein
SRF_11	ENSG00000169016	regulate
STAT5A_01	ENSG00000196458	regulate
JUNBFRA1_01	ENSG00000118513	regulate
ZNF263_02	ENSG00000106852	regulate
MEIS1EVX1_01	ENSG00000065978	regulate
BCL6_01	ENSG00000140548	regulate
HDAC2_06	ENSG00000177030	regulate
NCX_02	ENSG00000169554	regulate
FOXO4_03	ENSG00000016082	regulate
ISX_03	ENSG00000133794	regulate
HDAC2_06	ENSG00000135903	regulate
ENSG00000203883	SOX18_07	protein
POU2F3_01	ENSG00000088876	regulate
CARRXR_Q2	ENSG00000163848	regulate
ENSG00000245680	ZNF585B_04	protein
LHX9_04	ENSG00000154957	regulate
CEBPG_Q6	ENSG00000256229	regulate
ZNF276_03	ENSG00000128713	regulate
IRX2_01	ENSG00000266265	regulate
HOX13_01	ENSG00000175395	regulate
HDAC2_06	ENSG00000121413	regulate
HMGIY_Q3	ENSG00000179965	regulate
FOXO3A_Q1	ENSG00000186812	regulate
ALX3_03	ENSG00000163497	regulate
HNF3B_01	ENSG00000103199	regulate
NR2E1_02	ENSG00000167554	regulate
ENSG00000105672	ETV2HOXA2_02	protein
HOXD10_01	ENSG00000257923	regulate
HDAC2_06	ENSG00000204514	regulate
THRA_01	ENSG00000154727	regulate
HNF3_Q6_01	ENSG00000171872	regulate
SP2_07	ENSG00000180257	regulate
BCL6_01	ENSG00000118217	regulate
RPC155_01	ENSG00000156853	regulate
IPF1_05	ENSG00000181472	regulate
BCL6_01	ENSG00000057657	regulate
ENSG00000196724	ZNF418_02	protein
FOXP1_01	ENSG00000109320	regulate
ENSG00000160229	ZNF66_01	protein
CDX2_01	ENSG00000196437	regulate
BCL6_01	ENSG00000181135	regulate
BCL6_01	ENSG00000123358	regulate
SOX6TBX21_01	ENSG00000132010	regulate
RPC155_01	ENSG00000169131	regulate
ENSG00000160321	ZNF208_01	protein
DUX4_01	ENSG00000074047	regulate
ENSG00000198046	ZNF667_04	protein
E4BP4_01	ENSG00000124766	regulate
ZNF44_02	ENSG00000148200	regulate
LIM1_01	ENSG00000139687	regulate
HNF3_Q6_01	ENSG00000174738	regulate
ENSG00000177606	JUN_04	protein
LXRBRXRA_Q5_01	ENSG00000213799	regulate
BCL6_01	ENSG00000131759	regulate
RPC155_01	ENSG00000135903	regulate
ENSG00000043039	BARX2_01	protein
TAL1_01	ENSG00000102870	regulate
OCT1_Q6	ENSG00000163435	regulate
HNF6_Q6_01	ENSG00000184221	regulate
HNF4A_08	ENSG00000165512	regulate
HDAC2_06	ENSG00000123411	regulate
HNF3_Q6_01	ENSG00000066136	regulate
IRF1_05	ENSG00000143067	regulate
ENSG00000111206	FOXM1_Q3	protein
HMGIY_Q3	ENSG00000127903	regulate
ENSG00000170178	HOXD12HOXA3_01	protein
ENSG00000142700	DMRT5_01	protein
HFH3_01	ENSG00000120690	regulate
ENSG00000180613	GSH2_01	protein
OCT_C	ENSG00000275410	regulate
CART1_01	ENSG00000125740	regulate
CART1_03	ENSG00000113430	regulate
HDAC2_06	ENSG00000172238	regulate
MAFF_05	ENSG00000175329	regulate
IRF1_05	ENSG00000148737	regulate
IRF2_Q6	ENSG00000213799	regulate
LUN1_01	ENSG00000125846	regulate
EWSR1FLI1_01	ENSG00000175787	regulate
IRX2_01	ENSG00000123411	regulate
BCL6_01	ENSG00000101457	regulate
P53_03	ENSG00000179943	regulate
ENSG00000196591	HDAC2_06	protein
HELIOSA_01	ENSG00000130544	regulate
HNF1_C	ENSG00000116044	regulate
IRF1_05	ENSG00000100146	regulate
ENSG00000132005	RFX1_02	protein
HDAC2_06	ENSG00000111249	regulate
HDAC2_06	ENSG00000185219	regulate
RSRFC4_01	ENSG00000125347	regulate
RPC155_01	ENSG00000197808	regulate
ENSG00000197905	TEAD4RFX5_01	protein
GTF3C2_01	ENSG00000123933	regulate
ENSG00000141905	NF1_Q6	protein
HDAC2_06	ENSG00000196357	regulate
PRDM15_03	ENSG00000167635	regulate
POU1F1_03	ENSG00000186051	regulate
ENSG00000005889	ZFX_04	protein
HDAC2_06	ENSG00000112033	regulate
ENSG00000143365	RORC_01	protein
ENSG00000125846	ZNF133_02	protein
DBX1_01	ENSG00000113430	regulate
BCL6_01	ENSG00000148835	regulate
LHX2_01	ENSG00000125846	regulate
EGR1_12	ENSG00000198453	regulate
RPC155_01	ENSG00000122386	regulate
NKX3A_02	ENSG00000170365	regulate
ENSG00000165259	HDX_01	protein
HDAC2_06	ENSG00000176472	regulate
HNF3_Q6_01	ENSG00000167377	regulate
CGBP_01	ENSG00000153879	regulate
EGR1_12	ENSG00000263001	regulate
SOX2_Q3_01	ENSG00000164778	regulate
BCL6_01	ENSG00000167555	regulate
JUNDFRA2_01	ENSG00000173404	regulate
BCL6_01	ENSG00000153560	regulate
NKX3A_02	ENSG00000134138	regulate
BCL6_01	ENSG00000168310	regulate
CUX1NHLH1_02	ENSG00000161551	regulate
TST1_02	ENSG00000173039	regulate
IRF_Q6	ENSG00000174255	regulate
HDAC2_06	ENSG00000159882	regulate
ENSG00000221994	ZNF630_02	protein
ERALPHA_Q4	ENSG00000188295	regulate
ENSG00000187801	ZNF643_02	protein
HDAC2_06	ENSG00000235109	regulate
RFX1_02	ENSG00000131127	regulate
HDAC2_06	ENSG00000168610	regulate
TST1_02	ENSG00000263001	regulate
CEBP_Q3	ENSG00000176024	regulate
ENSG00000198914	OCTAMER_01	protein
CEBPB_01	ENSG00000063587	regulate
HOXC8_01	ENSG00000172888	regulate
HFH3_01	ENSG00000012048	regulate
EGR1_12	ENSG00000125952	regulate
ENSG00000134852	CLOCKFIGLA_01	protein
ENSG00000164631	ZNF325_01	protein
CART1_03	ENSG00000197020	regulate
HDAC2_06	ENSG00000130818	regulate
FOXO1SPDEF_01	ENSG00000196458	regulate
RPC155_01	ENSG00000116478	regulate
ENSG00000136352	TTF1_Q6	protein
ENSG00000001167	NFYA_03	protein
HDAC2_06	ENSG00000147862	regulate
MAFG_01	ENSG00000197063	regulate
ENSG00000109705	NKX32_02	protein
ZNF276_02	ENSG00000185811	regulate
PU1_Q4	ENSG00000092607	regulate
ENSG00000065970	FOXJ2HOXB13_01	protein
NR3C1_03	ENSG00000106031	regulate
FOXP1_01	ENSG00000135373	regulate
FOXO1_02	ENSG00000143178	regulate
EGR1_12	ENSG00000131848	regulate
HOX13_02	ENSG00000186951	regulate
ZNF276_03	ENSG00000188033	regulate
OCT1_01	ENSG00000134317	regulate
ENSG00000185697	MYBL1ONECUT2_01	protein
RPC155_01	ENSG00000147117	regulate
ENSG00000106852	LHX61_01	protein
GTF3C2_01	ENSG00000157613	regulate
HDAC2_06	ENSG00000112561	regulate
ALX4TBX21_01	ENSG00000197497	regulate
ENSG00000167182	SP2_Q3	protein
OCT1_04	ENSG00000107187	regulate
HDAC2_06	ENSG00000112658	regulate
ENSG00000123358	NUR77_01	protein
FOXP1_01	ENSG00000143067	regulate
ENSG00000143178	TBX19_01	protein
HLF_04	ENSG00000109705	regulate
HDAC2_06	ENSG00000213015	regulate
ENSG00000125347	IRF1_03	protein
NFYB_01	ENSG00000175832	regulate
RUNX2_04	ENSG00000130584	regulate
ENSG00000001167	NFYA_02	protein
PITX2_01	ENSG00000131931	regulate
HNF3_Q6_01	ENSG00000204531	regulate
IRXB3_01	ENSG00000009709	regulate
ENSG00000132005	RFX1_Q6	protein
IRF7_04	ENSG00000162367	regulate
MYBL1_08	ENSG00000116016	regulate
BCL6_01	ENSG00000069667	regulate
ENSG00000180535	ARNTLBHLHA15_01	protein
HNF3_Q6_01	ENSG00000175197	regulate
SOX2_Q6	ENSG00000122145	regulate
BCL6_01	ENSG00000100146	regulate
FOXC1_02	ENSG00000122386	regulate
DBX1_01	ENSG00000251192	regulate
BCL6_01	ENSG00000120798	regulate
HDAC2_06	ENSG00000160199	regulate
NFIX_02	ENSG00000143178	regulate
SP2_07	ENSG00000186350	regulate
PLZF_02	ENSG00000070444	regulate
SOX7_06	ENSG00000105672	regulate
LXRBRXRA_Q5_01	ENSG00000179965	regulate
HDAC2_06	ENSG00000143257	regulate
ZNF235_01	ENSG00000083828	regulate
PMX2B_01	ENSG00000214029	regulate
OCT1_04	ENSG00000130726	regulate
RFX2_05	ENSG00000169957	regulate
ENSG00000119547	ONECUT2_01	protein
PROP1_02	ENSG00000081386	regulate
BCL6_01	ENSG00000185591	regulate
SP5_Q2	ENSG00000229809	regulate
ENSG00000188283	ZNF383_02	protein
ZFP206_04	ENSG00000166261	regulate
FOX_Q2	ENSG00000256771	regulate
ZNF502_01	ENSG00000249459	regulate
KLF14_01	ENSG00000149050	regulate
IRF1_05	ENSG00000160961	regulate
COUPTF2_Q6	ENSG00000185177	regulate
SETDB1_01	ENSG00000184939	regulate
ENSG00000143257	DR4_Q2	protein
ENSG00000175745	COUP_01	protein
HNF3_Q6_01	ENSG00000007968	regulate
ENSG00000128645	HOXD1_01	protein
MSX1_Q5	ENSG00000181722	regulate
ENSG00000164330	OLF1_01	protein
HDAC2_06	ENSG00000115415	regulate
ENSG00000183072	TBX5CSX_Q5	protein
FOXJ2_01	ENSG00000140836	regulate
ENSG00000196110	ZNF699_02	protein
ZNF230_02	ENSG00000180787	regulate
CEBPG_Q6	ENSG00000006468	regulate
ENSG00000170345	FOSJUN_03	protein
HTF_01	ENSG00000125820	regulate
S8_01	ENSG00000160352	regulate
LMX1_01	ENSG00000143373	regulate
POU2F1HOXB13_01	ENSG00000185630	regulate
ZNF21_02	ENSG00000283088	regulate
ENSG00000172216	CEBPB_Q3	protein
LHX9_01	ENSG00000173039	regulate
MGA_03	ENSG00000164754	regulate
ENSG00000074047	GLI2_03	protein
IRX3_02	ENSG00000266265	regulate
MEOX2_03	ENSG00000100219	regulate
KROX_Q6	ENSG00000068305	regulate
NKX22_02	ENSG00000149948	regulate
CREB3_02	ENSG00000165891	regulate
HDAC2_06	ENSG00000263001	regulate
ARX_03	ENSG00000197050	regulate
ZNF536_03	ENSG00000130544	regulate
ONECUT2_01	ENSG00000159387	regulate
ESR1_04	ENSG00000186026	regulate
HNF3_Q6_01	ENSG00000189144	regulate
HDAC2_06	ENSG00000170374	regulate
ZNF253_01	ENSG00000150907	regulate
ENSG00000171223	JUNBFRA2_01	protein
CUX1FOXO6_01	ENSG00000005073	regulate
HAND1E47_01	ENSG00000171786	regulate
ENSG00000186777	ZNF732_02	protein
HDAC2_06	ENSG00000273046	regulate
HDAC2_06	ENSG00000172006	regulate
TR4_03	ENSG00000124782	regulate
IRF1_05	ENSG00000146587	regulate
BCL6_01	ENSG00000186300	regulate
HDAC2_06	ENSG00000111653	regulate
BLIMP1_02	ENSG00000018869	regulate
HDAC2_06	ENSG00000185022	regulate
ENSG00000138738	PRDM5_02	protein
ENSG00000120784	ZFP30_02	protein
HNF1_Q6	ENSG00000273046	regulate
BCL6_01	ENSG00000198963	regulate
HNF3_Q6_01	ENSG00000082175	regulate
ARX_03	ENSG00000137309	regulate
ENSG00000129194	ETV2SOX15_04	protein
ENSG00000137203	TFAP2A_02	protein
RPC155_01	ENSG00000175213	regulate
BCL6_01	ENSG00000135457	regulate
HNF3_Q6_01	ENSG00000170370	regulate
ENSG00000173153	ESRRA_12	protein
HDAC2_06	ENSG00000066136	regulate
SREBF1_02	ENSG00000171223	regulate
TBX5_Q2	ENSG00000198807	regulate
HNF4A_Q3	ENSG00000135100	regulate
DBX1_01	ENSG00000137834	regulate
EWSR1FLI1_01	ENSG00000159387	regulate
IRF4_Q5	ENSG00000162714	regulate
ZBTB33_05	ENSG00000066136	regulate
FOXJ2HOXB13_01	ENSG00000256683	regulate
STAF_02	ENSG00000083817	regulate
RPC155_01	ENSG00000179909	regulate
ETV2PAX5_01	ENSG00000112658	regulate
ENSG00000177508	IRX3_01	protein
ENSG00000165891	E2F_Q6_01	protein
ENSG00000197360	ZNF98_02	protein
ENSG00000102145	GATA1_03	protein
ENSG00000196646	ZNF136_03	protein
FOXP1_01	ENSG00000198093	regulate
HDAC2_06	ENSG00000197566	regulate
BCL6_01	ENSG00000162924	regulate
HDAC2_06	ENSG00000178935	regulate
SOX9_09	ENSG00000178665	regulate
ENSG00000109320	NFKB_C	protein
ZNF79_02	ENSG00000178338	regulate
POU6F1_03	ENSG00000097007	regulate
S8_01	ENSG00000089335	regulate
ENSG00000128604	IRF_Q6	protein
HNF3_Q6_01	ENSG00000143390	regulate
DBX1_01	ENSG00000173039	regulate
MSX1_Q5	ENSG00000115507	regulate
ENSG00000143257	DR3_Q4	protein
COUPTF_Q6	ENSG00000157429	regulate
E2F1_05	ENSG00000162992	regulate
ENSG00000163623	NKX61_01	protein
CEBP_Q2_01	ENSG00000168348	regulate
BCL6_01	ENSG00000111704	regulate
CDX_Q5	ENSG00000204595	regulate
RFX5_02	ENSG00000171223	regulate
LHX9_04	ENSG00000130711	regulate
HDAC2_06	ENSG00000122034	regulate
PMX2A_01	ENSG00000169554	regulate
ENSG00000143390	RFX5_06	protein
NR2F6_01	ENSG00000124782	regulate
BCL6_01	ENSG00000159216	regulate
BCL6_01	ENSG00000169016	regulate
FREAC7_01	ENSG00000081665	regulate
HDAC2_06	ENSG00000147140	regulate
BCL6_01	ENSG00000164754	regulate
BCL6_01	ENSG00000154957	regulate
ENSG00000198597	ZNF536_03	protein
S8_02	ENSG00000198740	regulate
GIOT1_01	ENSG00000215271	regulate
ENSG00000185668	POU3F1_Q6	protein
ENSG00000132170	PPARGRXRA_02	protein
HOXC5_01	ENSG00000081386	regulate
BRN3C_01	ENSG00000197905	regulate
HOXB4_01	ENSG00000251192	regulate
OTP_01	ENSG00000198740	regulate
HOXC8_01	ENSG00000169057	regulate
SETDB1_01	ENSG00000187098	regulate
HNF1_Q6	ENSG00000188171	regulate
